UKBPPP_ProteinID	olink_target_fullname	OlinkID	UniProt	Assay	Panel	Panel_Lot_Nr	UniProt2	HGNC.symbol	Docname	Code	ensembl_id	chr	gene_start	gene_end	Strand	Dilution_factor	block
ENTPD6:O75354:OID20100:v1	Ectonucleoside triphosphate diphosphohydrolase 6	OID20100	O75354	ENTPD6	Cardiometabolic	B04413	O75354	ENTPD6	ENTPD6_O75354_OID20100_v1_Cardiometabolic.tar	syn51470226	ENSG00000197586	20	25195693	25228075	1	01:01	A
EPCAM:P16422:OID20743:v1	Epithelial cell adhesion molecule	OID20743	P16422	EPCAM	Inflammation	B04411	P16422	EPCAM	EPCAM_P16422_OID20743_v1_Inflammation.tar	syn51470604	ENSG00000119888	2	47345158	47387601	1	01:10	D
EPHA1:P21709:OID20677:v1	Ephrin type-A receptor 1	OID20677	P21709	EPHA1	Inflammation	B04411	P21709	EPHA1	EPHA1_P21709_OID20677_v1_Inflammation.tar	syn51469684	ENSG00000146904	7	143390289	143408856	-1	01:10	D
EPHA10:Q5JZY3:OID20840:v1	Ephrin type-A receptor 10	OID20840	Q5JZY3	EPHA10	Neurology	B04414	Q5JZY3	EPHA10	EPHA10_Q5JZY3_OID20840_v1_Neurology.tar	syn51471089	ENSG00000183317	1	37713880	37765133	-1	01:01	A
EPHA2:P29317:OID21342:v1	Ephrin type-A receptor 2	OID21342	P29317	EPHA2	Oncology	B04412	P29317	EPHA2	EPHA2_P29317_OID21342_v1_Oncology.tar	syn51470132	ENSG00000142627	1	16124337	16156069	-1	01:01	B
EPHB4:P54760:OID20242:v1	Ephrin type-B receptor 4	OID20242	P54760	EPHB4	Cardiometabolic	B04413	P54760	EPHB4	EPHB4_P54760_OID20242_v1_Cardiometabolic.tar	syn51471008	ENSG00000196411	7	100802565	100827523	-1	0.111111111	C
EPHB6:O15197:OID20982:v1	Ephrin type-B receptor 6	OID20982	O15197	EPHB6	Neurology	B04414	O15197	EPHB6	EPHB6_O15197_OID20982_v1_Neurology.tar	syn51469863	ENSG00000106123	7	142855061	142871094	1	01:01	B
EPHX2:P34913:OID20119:v1	Bifunctional epoxide hydrolase 2 [Includes: Cytosolic epoxide hydrolase 2	OID20119	P34913	EPHX2	Cardiometabolic	B04413	P34913	EPHX2	EPHX2_P34913_OID20119_v1_Cardiometabolic.tar	syn51469641	ENSG00000120915	8	27490781	27545564	1	01:01	A
EPO:P01588:OID20522:v1	Erythropoietin	OID20522	P01588	EPO	Inflammation	B04411	P01588	EPO	EPO_P01588_OID20522_v1_Inflammation.tar	syn51470243	ENSG00000130427	7	100720468	100723700	1	01:01	B
EPS8L2:Q9H6S3:OID21397:v1	Epidermal growth factor receptor kinase substrate 8-like protein 2	OID21397	Q9H6S3	EPS8L2	Oncology	B04412	Q9H6S3	EPS8L2	EPS8L2_Q9H6S3_OID21397_v1_Oncology.tar	syn51471324	ENSG00000177106	11	694438	727727	1	01:01	C
ERBB2:P04626:OID21520:v1	Receptor tyrosine-protein kinase erbB-2	OID21520	P04626	ERBB2	Oncology	B04412	P04626	ERBB2	ERBB2_P04626_OID21520_v1_Oncology.tar	syn51468585	ENSG00000141736	17	39687914	39730426	1	01:10	D
ERBB3:P21860:OID20705:v1	Receptor tyrosine-protein kinase erbB-3	OID20705	P21860	ERBB3	Inflammation	B04411	P21860	ERBB3	ERBB3_P21860_OID20705_v1_Inflammation.tar	syn51468658	ENSG00000065361	12	56076799	56103505	1	01:10	D
ERBB4:Q15303:OID21510:v1	Receptor tyrosine-protein kinase erbB-4	OID21510	Q15303	ERBB4	Oncology	B04412	Q15303	ERBB4	ERBB4_Q15303_OID21510_v1_Oncology.tar	syn51471378	ENSG00000178568	2	211375717	212538841	-1	01:10	D
ERBIN:Q96RT1:OID21323:v1	Erbin	OID21323	Q96RT1	ERBIN	Oncology	B04412	Q96RT1	ERBIN	ERBIN_Q96RT1_OID21323_v1_Oncology.tar	syn51468416	ENSG00000112851	5	65926556	66082546	1	01:01	B
EREG:O14944:OID20905:v1	Proepiregulin [Cleaved into: Epiregulin	OID20905	O14944	EREG	Neurology	B04414	O14944	EREG	EREG_O14944_OID20905_v1_Neurology.tar	syn51469379	ENSG00000124882	4	74365145	74388749	1	01:01	B
ERP44:Q9BS26:OID21338:v1	Endoplasmic reticulum resident protein 44	OID21338	Q9BS26	ERP44	Oncology	B04412	Q9BS26	ERP44	ERP44_Q9BS26_OID21338_v1_Oncology.tar	syn51468867	ENSG00000023318	9	99979185	100099052	-1	01:01	B
ESAM:Q96AP7:OID20270:v1	Endothelial cell-selective adhesion molecule	OID20270	Q96AP7	ESAM	Cardiometabolic	B04413	Q96AP7	ESAM	ESAM_Q96AP7_OID20270_v1_Cardiometabolic.tar	syn51469555	ENSG00000149564	11	124752583	124762290	-1	0.111111111	C
ESM1:Q9NQ30:OID20758:v1	Endothelial cell-specific molecule 1	OID20758	Q9NQ30	ESM1	Inflammation	B04411	Q9NQ30	ESM1	ESM1_Q9NQ30_OID20758_v1_Inflammation.tar	syn51469730	ENSG00000164283	5	54977867	55022671	-1	01:10	D
EZR:P15311:OID21017:v1	Ezrin	OID21017	P15311	EZR	Neurology	B04414	P15311	EZR	EZR_P15311_OID21017_v1_Neurology.tar	syn51471388	ENSG00000092820	6	158765741	158819368	-1	01:10	C
F11R:Q9Y624:OID21151:v1	Junctional adhesion molecule A	OID21151	Q9Y624	F11R	Neurology	B04414	Q9Y624	F11R	F11R_Q9Y624_OID21151_v1_Neurology.tar	syn51468574	ENSG00000158769	1	160995211	161021343	-1	0.111111111	D
F2R:P25116:OID20691:v1	Proteinase-activated receptor 1	OID20691	P25116	F2R	Inflammation	B04411	P25116	F2R	F2R_P25116_OID20691_v1_Inflammation.tar	syn51469361	ENSG00000181104	5	76716126	76735770	1	01:10	D
F3:P13726:OID21440:v1	Tissue factor	OID21440	P13726	F3	Oncology	B04412	P13726	F3	F3_P13726_OID21440_v1_Oncology.tar	syn51470481	ENSG00000117525	1	94529173	94541759	-1	01:01	C
F7:P08709:OID20372:v1	Coagulation factor VII	OID20372	P08709	F7	Cardiometabolic	B04413	P08709	F7	F7_P08709_OID20372_v1_Cardiometabolic.tar	syn51471216	ENSG00000057593	13	113105788	113120685	1	0.736111111	D
F9:P00740:OID20349:v1	Coagulation factor IX	OID20349	P00740	F9	Cardiometabolic	B04413	P00740	F9	F9_P00740_OID20349_v1_Cardiometabolic.tar	syn51468626	ENSG00000101981	X	139530739	139563459	1	0.736111111	D
FABP1:P07148:OID20778:v1	"Fatty acid-binding protein, liver "	OID20778	P07148	FABP1	Inflammation	B04411	P07148	FABP1	FABP1_P07148_OID20778_v1_Inflammation.tar	syn51468801	ENSG00000163586	2	88122982	88128062	-1	01:10	D
FABP2:P12104:OID20200:v1	"Fatty acid-binding protein, intestinal "	OID20200	P12104	FABP2	Cardiometabolic	B04413	P12104	FABP2	FABP2_P12104_OID20200_v1_Cardiometabolic.tar	syn51469257	ENSG00000145384	4	119317250	119322138	-1	01:10	B
FABP4:P15090:OID20245:v1	"Fatty acid-binding protein, adipocyte "	OID20245	P15090	FABP4	Cardiometabolic	B04413	P15090	FABP4	FABP4_P15090_OID20245_v1_Cardiometabolic.tar	syn51471264	ENSG00000170323	8	81478419	81483236	-1	0.111111111	C
FABP5:Q01469:OID21043:v1	Fatty acid-binding protein 5	OID21043	Q01469	FABP5	Neurology	B04414	Q01469	FABP5	FABP5_Q01469_OID21043_v1_Neurology.tar	syn51471226	ENSG00000164687	8	81280536	81284777	1	01:10	C
FABP6:P51161:OID20076:v1	Gastrotropin	OID20076	P51161	FABP6	Cardiometabolic	B04413	P51161	FABP6	FABP6_P51161_OID20076_v1_Cardiometabolic.tar	syn51469073	ENSG00000170231	5	160187367	160238735	1	01:01	A
FABP9:Q0Z7S8:OID20501:v1	Fatty acid-binding protein 9	OID20501	Q0Z7S8	FABP9	Inflammation	B04411	Q0Z7S8	FABP9	FABP9_Q0Z7S8_OID20501_v1_Inflammation.tar	syn51468743	ENSG00000205186	8	81458253	81461579	-1	01:01	B
FADD:Q13158:OID20151:v1	FAS-associated death domain protein	OID20151	Q13158	FADD	Cardiometabolic	B04413	Q13158	FADD	FADD_Q13158_OID20151_v1_Cardiometabolic.tar	syn51469546	ENSG00000168040	11	70203296	70207390	1	01:10	B
FAM3B:P58499:OID21372:v1	Protein FAM3B	OID21372	P58499	FAM3B	Oncology	B04412	P58499	FAM3B	FAM3B_P58499_OID21372_v1_Oncology.tar	syn51468863	ENSG00000183844	21	41304212	41357727	1	01:01	B
FAM3C:Q92520:OID20233:v1	Protein FAM3C	OID20233	Q92520	FAM3C	Cardiometabolic	B04413	Q92520	FAM3C	FAM3C_Q92520_OID20233_v1_Cardiometabolic.tar	syn51468871	ENSG00000196937	7	121348878	121396364	-1	01:10	B
FAP:Q12884:OID20330:v1	Prolyl endopeptidase FAP	OID20330	Q12884	FAP	Cardiometabolic	B04413	Q12884	FAP	FAP_Q12884_OID20330_v1_Cardiometabolic.tar	syn51470614	ENSG00000078098	2	162170684	162245151	-1	0.111111111	C
FAS:P25445:OID20316:v1	Tumor necrosis factor receptor superfamily member 6	OID20316	P25445	FAS	Cardiometabolic	B04413	P25445	FAS	FAS_P25445_OID20316_v1_Cardiometabolic.tar	syn51471392	ENSG00000026103	10	88953813	89029605	1	0.111111111	C
FASLG:P48023:OID20665:v1	Tumor necrosis factor ligand superfamily member 6	OID20665	P48023	FASLG	Inflammation	B04411	P48023	FASLG	FASLG_P48023_OID20665_v1_Inflammation.tar	syn51469297	ENSG00000117560	1	172659103	172666876	1	01:01	C
FBP1:P09467:OID20227:v1	"Fructose-1,6-bisphosphatase 1 "	OID20227	P09467	FBP1	Cardiometabolic	B04413	P09467	FBP1	FBP1_P09467_OID20227_v1_Cardiometabolic.tar	syn51468677	ENSG00000165140	9	94603133	94640249	-1	01:10	B
FCAR:P24071:OID20564:v1	Immunoglobulin alpha Fc receptor	OID20564	P24071	FCAR	Inflammation	B04411	P24071	FCAR	FCAR_P24071_OID20564_v1_Inflammation.tar	syn51471357	ENSG00000186431	19	54874235	54891420	1	01:01	B
FCER2:P06734:OID21133:v1	Low affinity immunoglobulin epsilon Fc receptor	OID21133	P06734	FCER2	Neurology	B04414	P06734	FCER2	FCER2_P06734_OID21133_v1_Neurology.tar	syn51471170	ENSG00000104921	19	7688758	7702146	-1	0.111111111	D
FCGR2A:P12318:OID20391:v1	Low affinity immunoglobulin gamma Fc region receptor II-a	OID20391	P12318	FCGR2A	Cardiometabolic	B04413	P12318	FCGR2A	FCGR2A_P12318_OID20391_v1_Cardiometabolic.tar	syn51470475	ENSG00000143226	1	161505430	161524013	1	0.736111111	D
FCGR2B:P31994:OID21215:v1	Low affinity immunoglobulin gamma Fc region receptor II-b	OID21215	P31994	FCGR2B	Oncology	B04412	P31994	FCGR2B	FCGR2B_P31994_OID21215_v1_Oncology.tar	syn51469120	ENSG00000072694	1	161663143	161678654	1	01:01	A
FCGR3B:O75015:OID20387:v1	Low affinity immunoglobulin gamma Fc region receptor III-B	OID20387	O75015	FCGR3B	Cardiometabolic	B04413	O75015	FCGR3B	FCGR3B_O75015_OID20387_v1_Cardiometabolic.tar	syn51471217	ENSG00000162747	1	161623196	161631963	-1	0.736111111	D
FCN2:Q15485:OID20382:v1	Ficolin-2	OID20382	Q15485	FCN2	Cardiometabolic	B04413	Q15485	FCN2	FCN2_Q15485_OID20382_v1_Cardiometabolic.tar	syn51468735	ENSG00000160339	9	134880810	134887523	1	0.736111111	D
FCRL1:Q96LA6:OID20172:v1	Fc receptor-like protein 1	OID20172	Q96LA6	FCRL1	Cardiometabolic	B04413	Q96LA6	FCRL1	FCRL1_Q96LA6_OID20172_v1_Cardiometabolic.tar	syn51469438	ENSG00000163534	1	157794403	157820120	-1	01:10	B
FCRL2:Q96LA5:OID20639:v1	Fc receptor-like protein 2	OID20639	Q96LA5	FCRL2	Inflammation	B04411	Q96LA5	FCRL2	FCRL2_Q96LA5_OID20639_v1_Inflammation.tar	syn51469951	ENSG00000132704	1	157745733	157777132	-1	01:01	C
FCRL3:Q96P31:OID20443:v1	Fc receptor-like protein 3	OID20443	Q96P31	FCRL3	Inflammation	B04411	Q96P31	FCRL3	FCRL3_Q96P31_OID20443_v1_Inflammation.tar	syn51469535	ENSG00000160856	1	157674321	157700769	-1	01:01	A
FCRL5:Q96RD9:OID21111:v1	Fc receptor-like protein 5	OID21111	Q96RD9	FCRL5	Neurology	B04414	Q96RD9	FCRL5	FCRL5_Q96RD9_OID21111_v1_Neurology.tar	syn51469347	ENSG00000143297	1	157513377	157552515	-1	0.111111111	D
FCRL6:Q6DN72:OID20529:v1	Fc receptor-like protein 6	OID20529	Q6DN72	FCRL6	Inflammation	B04411	Q6DN72	FCRL6	FCRL6_Q6DN72_OID20529_v1_Inflammation.tar	syn51468618	ENSG00000181036	1	159800511	159816257	1	01:01	B
FCRLB:Q6BAA4:OID21193:v1	Fc receptor-like B	OID21193	Q6BAA4	FCRLB	Oncology	B04412	Q6BAA4	FCRLB	FCRLB_Q6BAA4_OID21193_v1_Oncology.tar	syn51468632	ENSG00000162746	1	161721563	161728143	1	01:01	A
FEN1:P39748:OID21192:v1	Flap endonuclease 1	OID21192	P39748	FEN1	Oncology	B04412	P39748	FEN1	FEN1_P39748_OID21192_v1_Oncology.tar	syn51470816	ENSG00000168496	11	61792911	61797238	1	01:01	A
FES:P07332:OID21207:v1	Tyrosine-protein kinase Fes/Fps	OID21207	P07332	FES	Oncology	B04412	P07332	FES	FES_P07332_OID21207_v1_Oncology.tar	syn51471219	ENSG00000182511	15	90883695	90895776	1	01:01	A
FETUB:Q9UGM5:OID20404:v1	Fetuin-B	OID20404	Q9UGM5	FETUB	Cardiometabolic	B04413	Q9UGM5	FETUB	FETUB_Q9UGM5_OID20404_v1_Cardiometabolic.tar	syn51468862	ENSG00000090512	3	186635969	186653141	1	0.736111111	D
FGF19:O95750:OID20715:v1	Fibroblast growth factor 19	OID20715	O95750	FGF19	Inflammation	B04411	O95750	FGF19	FGF19_O95750_OID20715_v1_Inflammation.tar	syn51469654	ENSG00000162344	11	69698238	69704022	-1	01:10	D
FGF2:P09038:OID20503:v1	Fibroblast growth factor 2	OID20503	P09038	FGF2	Inflammation	B04411	P09038	FGF2	FGF2_P09038_OID20503_v1_Inflammation.tar	syn51469464	ENSG00000138685	4	122826708	122898236	1	01:01	B
FGF21:Q9NSA1:OID21402:v1	Fibroblast growth factor 21	OID21402	Q9NSA1	FGF21	Oncology	B04412	Q9NSA1	FGF21	FGF21_Q9NSA1_OID21402_v1_Oncology.tar	syn51471002	ENSG00000105550	19	48755524	48758333	1	01:01	C
FGF23:Q9GZV9:OID21411:v1	Fibroblast growth factor 23	OID21411	Q9GZV9	FGF23	Oncology	B04412	Q9GZV9	FGF23	FGF23_Q9GZV9_OID21411_v1_Oncology.tar	syn51469722	ENSG00000118972	12	4368227	4379712	-1	01:01	C
FGF5:P12034:OID20490:v1	Fibroblast growth factor 5	OID20490	P12034	FGF5	Inflammation	B04411	P12034	FGF5	FGF5_P12034_OID20490_v1_Inflammation.tar	syn51469935	ENSG00000138675	4	80266639	80336680	1	01:01	A
FGFBP1:Q14512:OID21507:v1	Fibroblast growth factor-binding protein 1	OID21507	Q14512	FGFBP1	Oncology	B04412	Q14512	FGFBP1	FGFBP1_Q14512_OID21507_v1_Oncology.tar	syn51468920	ENSG00000137440	4	15935577	15938740	-1	01:10	D
FGFR2:P21802:OID21478:v1	Fibroblast growth factor receptor 2	OID21478	P21802	FGFR2	Oncology	B04412	P21802	FGFR2	FGFR2_P21802_OID21478_v1_Oncology.tar	syn51471414	ENSG00000066468	10	121478332	121598458	-1	01:10	D
FGR:P09769:OID20828:v1	Tyrosine-protein kinase Fgr	OID20828	P09769	FGR	Neurology	B04414	P09769	FGR	FGR_P09769_OID20828_v1_Neurology.tar	syn51469313	ENSG00000000938	1	27612064	27635185	-1	01:01	A
FHIT:P49789:OID20872:v1	Dinucleosidetriphosphatase	OID20872	P49789	FHIT	Neurology	B04414	P49789	FHIT	FHIT_P49789_OID20872_v1_Neurology.tar	syn51471419	ENSG00000189283	3	59747277	61251459	-1	01:01	A
FIS1:Q9Y3D6:OID20722:v1	Mitochondrial fission 1 protein	OID20722	Q9Y3D6	FIS1	Inflammation	B04411	Q9Y3D6	FIS1	FIS1_Q9Y3D6_OID20722_v1_Inflammation.tar	syn51470269	ENSG00000214253	7	101239458	101252316	-1	01:10	D
FKBP1B:P68106:OID20618:v1	Peptidyl-prolyl cis-trans isomerase FKBP1B	OID20618	P68106	FKBP1B	Inflammation	B04411	P68106	FKBP1B	FKBP1B_P68106_OID20618_v1_Inflammation.tar	syn51468496	ENSG00000119782	2	24049701	24063681	1	01:01	C
FKBP4:Q02790:OID20960:v1	Peptidyl-prolyl cis-trans isomerase FKBP4	OID20960	Q02790	FKBP4	Neurology	B04414	Q02790	FKBP4	FKBP4_Q02790_OID20960_v1_Neurology.tar	syn51470026	ENSG00000004478	12	2794970	2805423	1	01:01	B
FKBP5:Q13451:OID20937:v1	Peptidyl-prolyl cis-trans isomerase FKBP5	OID20937	Q13451	FKBP5	Neurology	B04414	Q13451	FKBP5	FKBP5_Q13451_OID20937_v1_Neurology.tar	syn51471447	ENSG00000096060	6	35573585	35728583	-1	01:01	B
FKBP7:Q9Y680:OID20846:v1	Peptidyl-prolyl cis-trans isomerase FKBP7	OID20846	Q9Y680	FKBP7	Neurology	B04414	Q9Y680	FKBP7	FKBP7_Q9Y680_OID20846_v1_Neurology.tar	syn51468493	ENSG00000079150	2	178463664	178478600	-1	01:01	A
FLI1:Q01543:OID21239:v1	Friend leukemia integration 1 transcription factor	OID21239	Q01543	FLI1	Oncology	B04412	Q01543	FLI1	FLI1_Q01543_OID21239_v1_Oncology.tar	syn51470293	ENSG00000151702	11	128686535	128813267	1	01:01	A
FLRT2:O43155:OID20946:v1	Leucine-rich repeat transmembrane protein FLRT2	OID20946	O43155	FLRT2	Neurology	B04414	O43155	FLRT2	FLRT2_O43155_OID20946_v1_Neurology.tar	syn51470550	ENSG00000185070	14	85530144	85654428	1	01:01	B
FLT1:P17948:OID21301:v1	Vascular endothelial growth factor receptor 1	OID21301	P17948	FLT1	Oncology	B04412	P17948	FLT1	FLT1_P17948_OID21301_v1_Oncology.tar	syn51469562	ENSG00000102755	13	28300346	28495145	-1	01:01	B
FLT3:P36888:OID21272:v1	Receptor-type tyrosine-protein kinase FLT3	OID21272	P36888	FLT3	Oncology	B04412	P36888	FLT3	FLT3_P36888_OID21272_v1_Oncology.tar	syn51471181	ENSG00000122025	13	28003274	28100592	-1	01:01	A
FLT3LG:P49771:OID20661:v1	Fms-related tyrosine kinase 3 ligand	OID20661	P49771	FLT3LG	Inflammation	B04411	P49771	FLT3LG	FLT3LG_P49771_OID20661_v1_Inflammation.tar	syn51469993	ENSG00000090554	19	49474207	49486231	1	01:01	C
FLT4:P35916:OID21491:v1	Vascular endothelial growth factor receptor 3	OID21491	P35916	FLT4	Oncology	B04412	P35916	FLT4	FLT4_P35916_OID21491_v1_Oncology.tar	syn51470833	ENSG00000037280	5	180601506	180649624	-1	01:10	D
FMNL1:O95466:OID20884:v1	Formin-like protein 1	OID20884	O95466	FMNL1	Neurology	B04414	O95466	FMNL1	FMNL1_O95466_OID20884_v1_Neurology.tar	syn51469670	ENSG00000184922	17	45221444	45247319	1	01:01	A
FMR1:Q06787:OID21233:v1	Synaptic functional regulator FMR1	OID21233	Q06787	FMR1	Oncology	B04412	Q06787	FMR1	FMR1_Q06787_OID21233_v1_Oncology.tar	syn51470265	ENSG00000102081	X	147911919	147951125	1	01:01	A
FOLR1:P15328:OID21529:v1	Folate receptor alpha	OID21529	P15328	FOLR1	Oncology	B04412	P15328	FOLR1	FOLR1_P15328_OID21529_v1_Oncology.tar	syn51469034	ENSG00000110195	11	72189558	72196323	1	01:10	D
FOLR2:P14207:OID21062:v1	Folate receptor beta	OID21062	P14207	FOLR2	Neurology	B04414	P14207	FOLR2	FOLR2_P14207_OID21062_v1_Neurology.tar	syn51470615	ENSG00000165457	11	72216601	72221950	1	01:10	C
FOLR3:P41439:OID21485:v1	Folate receptor gamma	OID21485	P41439	FOLR3	Oncology	B04412	P41439	FOLR3	FOLR3_P41439_OID21485_v1_Oncology.tar	syn51471351	ENSG00000110203	11	72114869	72139892	1	01:10	D
FOSB:P53539:OID20791:v1	Protein fosB	OID20791	P53539	FOSB	Neurology	B04414	P53539	FOSB	FOSB_P53539_OID20791_v1_Neurology.tar	syn51469518	ENSG00000125740	19	45467995	45475179	1	01:01	A
FOXO1:Q12778:OID20515:v1	Forkhead box protein O1	OID20515	Q12778	FOXO1	Inflammation	B04411	Q12778	FOXO1	FOXO1_Q12778_OID20515_v1_Inflammation.tar	syn51470448	ENSG00000150907	13	40555667	40666641	-1	01:01	B
FOXO3:O43524:OID21271:v1	Forkhead box protein O3	OID21271	O43524	FOXO3	Oncology	B04412	O43524	FOXO3	FOXO3_O43524_OID21271_v1_Oncology.tar	syn51468692	ENSG00000118689	6	108559835	108684774	1	01:01	A
FRZB:Q92765:OID20968:v1	Secreted frizzled-related protein 3	OID20968	Q92765	FRZB	Neurology	B04414	Q92765	FRZB	FRZB_Q92765_OID20968_v1_Neurology.tar	syn51470369	ENSG00000162998	2	182833275	182866637	-1	01:01	B
FST:P19883:OID20770:v1	Follistatin	OID20770	P19883	FST	Inflammation	B04411	P19883	FST	FST_P19883_OID20770_v1_Inflammation.tar	syn51470393	ENSG00000134363	5	53480626	53487134	1	01:10	D
FSTL3:O95633:OID20782:v1	Follistatin-related protein 3	OID20782	O95633	FSTL3	Inflammation	B04411	O95633	FSTL3	FSTL3_O95633_OID20782_v1_Inflammation.tar	syn51468753	ENSG00000070404	19	676392	683392	1	01:10	D
FUCA1:P04066:OID20261:v1	Tissue alpha-L-fucosidase	OID20261	P04066	FUCA1	Cardiometabolic	B04413	P04066	FUCA1	FUCA1_P04066_OID20261_v1_Cardiometabolic.tar	syn51470916	ENSG00000179163	1	23845077	23868290	-1	0.111111111	C
FURIN:P09958:OID21514:v1	Furin	OID21514	P09958	FURIN	Oncology	B04412	P09958	FURIN	FURIN_P09958_OID21514_v1_Oncology.tar	syn51468452	ENSG00000140564	15	90868588	90883564	1	01:10	D
FUS:P35637:OID21256:v1	RNA-binding protein FUS	OID21256	P35637	FUS	Oncology	B04412	P35637	FUS	FUS_P35637_OID21256_v1_Oncology.tar	syn51468622	ENSG00000089280	16	31180138	31191605	1	01:01	A
FUT3_FUT5:P21217_Q11128:OID21013:v1	Galactoside 3_5	OID21013	P21217_Q11128	FUT3_FUT5	Neurology	B04414	P21217	FUT3	FUT3_FUT5_P21217_Q11128_OID21013_v1_Neurology.tar	syn51468794	ENSG00000171124	19	5842888	5851471	-1	01:10	C
FUT3_FUT5:P21217_Q11128:OID21013:v1	Galactoside 3_5	OID21013	P21217_Q11128	FUT3_FUT5	Neurology	B04414	Q11128	FUT5	FUT3_FUT5_P21217_Q11128_OID21013_v1_Neurology.tar	syn51468794	ENSG00000130383	19	5865826	5870540	-1	01:10	C
FUT8:Q9BYC5:OID20992:v1	Alpha-	OID20992	Q9BYC5	FUT8	Neurology	B04414	Q9BYC5	FUT8	FUT8_Q9BYC5_OID20992_v1_Neurology.tar	syn51468793	ENSG00000033170	14	65410592	65744121	1	01:01	B
FXN:Q16595:OID21442:v1	"Frataxin, mitochondrial "	OID21442	Q16595	FXN	Oncology	B04412	Q16595	FXN	FXN_Q16595_OID21442_v1_Oncology.tar	syn51470767	ENSG00000165060	9	69035751	69079076	1	01:01	C
FXYD5:Q96DB9:OID20463:v1	FXYD domain-containing ion transport regulator 5	OID20463	Q96DB9	FXYD5	Inflammation	B04411	Q96DB9	FXYD5	FXYD5_Q96DB9_OID20463_v1_Inflammation.tar	syn51469462	ENSG00000089327	19	35154730	35169881	1	01:01	A
FYB1:O15117:OID21140:v1	FYN-binding protein 1	OID21140	O15117	FYB1	Neurology	B04414	O15117	FYB1	FYB1_O15117_OID21140_v1_Neurology.tar	syn51469998	ENSG00000082074	5	39105252	39274528	-1	0.111111111	D
GAL:P22466:OID20727:v1	Galanin peptides [Cleaved into: Galanin; Galanin message-associated peptide	OID20727	P22466	GAL	Inflammation	B04411	P22466	GAL	GAL_P22466_OID20727_v1_Inflammation.tar	syn51469370	ENSG00000069482	11	68683779	68691175	1	01:10	D
GALNT10:Q86SR1:OID21371:v1	Polypeptide N-acetylgalactosaminyltransferase 10	OID21371	Q86SR1	GALNT10	Oncology	B04412	Q86SR1	GALNT10	GALNT10_Q86SR1_OID21371_v1_Oncology.tar	syn51471010	ENSG00000164574	5	154190730	154420984	1	01:01	B
GALNT2:Q10471:OID21423:v1	Polypeptide N-acetylgalactosaminyltransferase 2	OID21423	Q10471	GALNT2	Oncology	B04412	Q10471	GALNT2	GALNT2_Q10471_OID21423_v1_Oncology.tar	syn51468954	ENSG00000143641	1	230057990	230282122	1	01:01	C
GALNT3:Q14435:OID20471:v1	Polypeptide N-acetylgalactosaminyltransferase 3	OID20471	Q14435	GALNT3	Inflammation	B04411	Q14435	GALNT3	GALNT3_Q14435_OID20471_v1_Inflammation.tar	syn51468879	ENSG00000115339	2	165747588	165794659	-1	01:01	A
GALNT7:Q86SF2:OID21377:v1	N-acetylgalactosaminyltransferase 7	OID21377	Q86SF2	GALNT7	Oncology	B04412	Q86SF2	GALNT7	GALNT7_Q86SF2_OID21377_v1_Oncology.tar	syn51470296	ENSG00000109586	4	173168811	173323967	1	01:01	B
GAS6:Q14393:OID20318:v1	Growth arrest-specific protein 6	OID20318	Q14393	GAS6	Cardiometabolic	B04413	Q14393	GAS6	GAS6_Q14393_OID20318_v1_Cardiometabolic.tar	syn51470451	ENSG00000183087	13	113820549	113864076	-1	0.111111111	C
GBP2:P32456:OID20489:v1	Guanylate-binding protein 2	OID20489	P32456	GBP2	Inflammation	B04411	P32456	GBP2	GBP2_P32456_OID20489_v1_Inflammation.tar	syn51470001	ENSG00000162645	1	89106132	89150456	-1	01:01	A
GBP4:Q96PP9:OID20845:v1	Guanylate-binding protein 4	OID20845	Q96PP9	GBP4	Neurology	B04414	Q96PP9	GBP4	GBP4_Q96PP9_OID20845_v1_Neurology.tar	syn51470094	ENSG00000162654	1	89181144	89198942	-1	01:01	A
GCG:P01275:OID21263:v1	Glucagon [Cleaved into: Glicentin; Glicentin-related polypeptide	OID21263	P01275	GCG	Oncology	B04412	P01275	GCG	GCG_P01275_OID21263_v1_Oncology.tar	syn51470441	ENSG00000115263	2	162142882	162152404	-1	01:01	A
GCNT1:Q02742:OID21379:v1	"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase "	OID21379	Q02742	GCNT1	Oncology	B04412	Q02742	GCNT1	GCNT1_Q02742_OID21379_v1_Oncology.tar	syn51470895	ENSG00000187210	9	76419850	76651203	1	01:01	B
GDF15:Q99988:OID20251:v1	Growth/differentiation factor 15	OID20251	Q99988	GDF15	Cardiometabolic	B04413	Q99988	GDF15	GDF15_Q99988_OID20251_v1_Cardiometabolic.tar	syn51471244	ENSG00000130513	19	18374731	18389176	1	0.111111111	C
GDF2:Q9UK05:OID20202:v1	Growth/differentiation factor 2	OID20202	Q9UK05	GDF2	Cardiometabolic	B04413	Q9UK05	GDF2	GDF2_Q9UK05_OID20202_v1_Cardiometabolic.tar	syn51468448	ENSG00000263761	10	47322454	47327588	1	01:10	B
GDNF:P39905:OID20861:v1	Glial cell line-derived neurotrophic factor	OID20861	P39905	GDNF	Neurology	B04414	P39905	GDNF	GDNF_P39905_OID20861_v1_Neurology.tar	syn51471386	ENSG00000168621	5	37812677	37840041	-1	01:01	A
